# Summarize FastOrtho
# PYTHON VERSION: 3.7.12
# Script call:    03_summarize_fastortho.py
# Runtime:        06/09/2023 14:38:50
# ----------------
# Ortholog directory:/n/holylfs05/LABS/informatics/Users/gthomas/spiders/fastortho/19spec/
# Output file:      ../data/19spec/fastortho-summary-19spec.csv
# ----------------
inflation,genes,taxa
2,38,18
2,38,19
2,38,18
2,38,17
2,38,18
2,38,6
2,38,13
2,38,19
2,38,19
2,38,17
2,38,18
2,38,18
2,38,19
2,38,19
2,38,18
2,38,19
2,38,19
2,38,19
2,38,17
2,38,18
2,38,17
2,38,18
2,38,19
2,38,3
2,38,1
2,37,18
2,37,1
2,37,19
2,37,16
2,37,19
2,37,6
2,37,19
2,37,19
2,37,14
2,37,19
2,37,19
2,37,16
2,37,17
2,37,17
2,37,18
2,37,16
2,37,19
2,37,17
2,37,18
2,37,18
2,37,17
2,37,12
2,37,16
2,37,18
2,37,19
2,37,16
2,37,19
2,37,15
2,37,17
2,37,18
2,37,19
2,37,19
2,37,17
2,37,1
2,37,1
2,37,1
2,37,2
2,37,1
2,37,1
2,36,18
2,36,14
2,36,19
2,36,17
2,36,19
2,36,18
2,36,1
2,36,19
2,36,17
2,36,17
2,36,18
2,36,18
2,36,18
2,36,19
2,36,16
2,36,18
2,36,18
2,36,18
2,36,18
2,36,16
2,36,15
2,36,19
2,36,18
2,36,18
2,36,15
2,36,19
2,36,17
2,36,18
2,36,16
2,36,19
2,36,16
2,36,18
2,36,19
2,36,2
2,36,1
2,36,2
2,36,1
2,36,1
2,35,3
2,35,18
2,35,19
2,35,18
2,35,17
2,35,15
2,35,19
2,35,19
2,35,18
2,35,19
2,35,18
2,35,19
2,35,18
2,35,19
2,35,16
2,35,19
2,35,15
2,35,19
2,35,18
2,35,18
2,35,19
2,35,13
2,35,19
2,35,18
2,35,17
2,35,19
2,35,19
2,35,16
2,35,18
2,35,16
2,35,17
2,35,18
2,35,19
2,35,18
2,35,9
2,35,1
2,35,1
2,35,1
2,35,1
2,35,2
2,35,1
2,35,1
2,34,19
2,34,19
2,34,17
2,34,19
2,34,19
2,34,14
2,34,3
2,34,17
2,34,18
2,34,16
2,34,18
2,34,19
2,34,19
2,34,17
2,34,15
2,34,19
2,34,17
2,34,16
2,34,16
2,34,16
2,34,19
2,34,14
2,34,19
2,34,17
2,34,18
2,34,16
2,34,18
2,34,16
2,34,19
2,34,19
2,34,19
2,34,18
2,34,19
2,34,19
2,34,19
2,34,19
2,34,16
2,34,18
2,34,19
2,34,18
2,34,19
2,34,13
2,34,18
2,34,16
2,34,15
2,34,17
2,34,18
2,34,18
2,34,16
2,34,19
2,34,18
2,34,19
2,34,3
2,34,1
2,34,2
2,33,18
2,33,19
2,33,17
2,33,18
2,33,17
2,33,19
2,33,18
2,33,18
2,33,18
2,33,16
2,33,16
2,33,19
2,33,17
2,33,16
2,33,18
2,33,19
2,33,16
2,33,19
2,33,18
2,33,19
2,33,18
2,33,18
2,33,16
2,33,19
2,33,19
2,33,17
2,33,19
2,33,16
2,33,18
2,33,16
2,33,18
2,33,17
2,33,18
2,33,18
2,33,17
2,33,19
2,33,18
2,33,19
2,33,16
2,33,18
2,33,19
2,33,19
2,33,18
2,33,18
2,33,13
2,33,18
2,33,19
2,33,19
2,33,18
2,33,19
2,33,2
2,33,19
2,33,15
2,33,17
2,33,1
2,33,1
2,33,4
2,33,1
2,33,1
2,33,1
2,33,1
2,33,1
2,32,17
2,32,19
2,32,17
2,32,18
2,32,17
2,32,18
2,32,18
2,32,18
2,32,19
2,32,17
2,32,16
2,32,17
2,32,18
2,32,16
2,32,16
2,32,18
2,32,18
2,32,17
2,32,18
2,32,17
2,32,18
2,32,18
2,32,18
2,32,18
2,32,19
2,32,19
2,32,14
2,32,17
2,32,17
2,32,19
2,32,19
2,32,18
2,32,19
2,32,16
2,32,18
2,32,17
2,32,19
2,32,19
2,32,19
2,32,16
2,32,17
2,32,18
2,32,18
2,32,17
2,32,18
2,32,19
2,32,17
2,32,19
2,32,19
2,32,15
2,32,19
2,32,17
2,32,18
2,32,13
2,32,1
2,32,1
2,32,1
2,32,2
2,32,2
2,32,4
2,32,1
2,32,1
2,32,1
2,31,18
2,31,15
2,31,16
2,31,16
2,31,19
2,31,18
2,31,18
2,31,18
2,31,17
2,31,18
2,31,18
2,31,14
2,31,18
2,31,16
2,31,18
2,31,14
2,31,17
2,31,19
2,31,19
2,31,15
2,31,19
2,31,17
2,31,19
2,31,18
2,31,17
2,31,19
2,31,19
2,31,18
2,31,17
2,31,19
2,31,18
2,31,19
2,31,18
2,31,18
2,31,19
2,31,19
2,31,17
2,31,17
2,31,19
2,31,18
2,31,19
2,31,19
2,31,16
2,31,19
2,31,19
2,31,18
2,31,18
2,31,18
2,31,18
2,31,17
2,31,18
2,31,16
2,31,16
2,31,17
2,31,16
2,31,17
2,31,16
2,31,17
2,31,18
2,31,17
2,31,15
2,31,5
2,31,19
2,31,18
2,31,18
2,31,19
2,31,18
2,31,17
2,31,1
2,31,1
2,31,2
2,31,2
2,31,2
2,31,1
2,30,19
2,30,18
2,30,18
2,30,19
2,30,19
2,30,16
2,30,17
2,30,18
2,30,17
2,30,19
2,30,14
2,30,16
2,30,19
2,30,19
2,30,19
2,30,17
2,30,18
2,30,16
2,30,17
2,30,19
2,30,19
2,30,19
2,30,19
2,30,18
2,30,15
2,30,18
2,30,14
2,30,19
2,30,4
2,30,17
2,30,18
2,30,14
2,30,19
2,30,18
2,30,19
2,30,16
2,30,16
2,30,19
2,30,18
2,30,12
2,30,18
2,30,19
2,30,18
2,30,14
2,30,19
2,30,19
2,30,19
2,30,19
2,30,19
2,30,16
2,30,19
2,30,19
2,30,18
2,30,18
2,30,18
2,30,14
2,30,19
2,30,18
2,30,17
2,30,17
2,30,18
2,30,18
2,30,17
2,30,18
2,30,17
2,30,17
2,30,18
2,30,19
2,30,11
2,30,5
2,30,1
2,30,3
2,30,1
2,30,1
2,30,1
2,30,2
2,30,2
2,30,3
2,30,1
2,29,19
2,29,18
2,29,17
2,29,17
2,29,19
2,29,16
2,29,18
2,29,18
2,29,17
2,29,2
2,29,18
2,29,19
2,29,19
2,29,16
2,29,15
2,29,18
2,29,19
2,29,19
2,29,18
2,29,18
2,29,16
2,29,16
2,29,19
2,29,18
2,29,18
2,29,19
2,29,17
2,29,19
2,29,16
2,29,18
2,29,18
2,29,19
2,29,17
2,29,18
2,29,17
2,29,19
2,29,18
2,29,16
2,29,18
2,29,18
2,29,19
2,29,17
2,29,19
2,29,17
2,29,14
2,29,18
2,29,18
2,29,18
2,29,19
2,29,15
2,29,14
2,29,16
2,29,15
2,29,18
2,29,19
2,29,19
2,29,17
2,29,19
2,29,18
2,29,16
2,29,18
2,29,18
2,29,18
2,29,18
2,29,18
2,29,7
2,29,17
2,29,19
2,29,19
2,29,15
2,29,17
2,29,18
2,29,18
2,29,18
2,29,18
2,29,16
2,29,19
2,29,19
2,29,19
2,29,18
2,29,18
2,29,16
2,29,18
2,29,17
2,29,19
2,29,18
2,29,18
2,29,3
2,29,19
2,29,17
2,29,17
2,29,16
2,29,18
2,29,18
2,29,17
2,29,18
2,29,15
2,29,16
2,29,16
2,29,1
2,29,4
2,29,1
2,29,1
2,29,1
2,29,1
2,29,1
2,28,19
2,28,15
2,28,16
2,28,1
2,28,18
2,28,18
2,28,19
2,28,18
2,28,17
2,28,19
2,28,13
2,28,19
2,28,16
2,28,16
2,28,18
2,28,16
2,28,19
2,28,18
2,28,16
2,28,19
2,28,15
2,28,19
2,28,19
2,28,16
2,28,16
2,28,19
2,28,19
2,28,17
2,28,18
2,28,15
2,28,17
2,28,17
2,28,18
2,28,18
2,28,19
2,28,19
2,28,16
2,28,19
2,28,18
2,28,17
2,28,14
2,28,18
2,28,19
2,28,18
2,28,19
2,28,19
2,28,19
2,28,17
2,28,19
2,28,17
2,28,17
2,28,17
2,28,18
2,28,19
2,28,18
2,28,15
2,28,14
2,28,19
2,28,19
2,28,19
2,28,19
2,28,18
2,28,19
2,28,19
2,28,17
2,28,10
2,28,19
2,28,19
2,28,19
2,28,16
2,28,15
2,28,15
2,28,17
2,28,16
2,28,17
2,28,17
2,28,19
2,28,19
2,28,18
2,28,19
2,28,19
2,28,18
2,28,17
2,28,19
2,28,17
2,28,17
2,28,19
2,28,19
2,28,18
2,28,17
2,28,19
2,28,19
2,28,18
2,28,19
2,28,17
2,28,18
2,28,18
2,28,18
2,28,17
2,28,18
2,28,18
2,28,18
2,28,17
2,28,18
2,28,17
2,28,19
2,28,1
2,28,7
2,28,1
2,28,1
2,28,1
2,28,1
2,28,1
2,28,2
2,27,18
2,27,16
2,27,19
2,27,18
2,27,19
2,27,17
2,27,16
2,27,17
2,27,19
2,27,4
2,27,19
2,27,19
2,27,17
2,27,18
2,27,17
2,27,18
2,27,14
2,27,15
2,27,19
2,27,18
2,27,18
2,27,19
2,27,2
2,27,19
2,27,18
2,27,18
2,27,18
2,27,17
2,27,16
2,27,19
2,27,18
2,27,16
2,27,17
2,27,18
2,27,19
2,27,18
2,27,16
2,27,17
2,27,18
2,27,19
2,27,16
2,27,16
2,27,7
2,27,17
2,27,18
2,27,18
2,27,18
2,27,19
2,27,17
2,27,18
2,27,19
2,27,18
2,27,19
2,27,17
2,27,19
2,27,18
2,27,18
2,27,16
2,27,17
2,27,18
2,27,18
2,27,19
2,27,18
2,27,18
2,27,17
2,27,18
2,27,18
2,27,13
2,27,19
2,27,19
2,27,18
2,27,18
2,27,17
2,27,18
2,27,17
2,27,18
2,27,18
2,27,18
2,27,16
2,27,14
2,27,18
2,27,19
2,27,18
2,27,15
2,27,18
2,27,14
2,27,18
2,27,19
2,27,18
2,27,18
2,27,16
2,27,18
2,27,16
2,27,19
2,27,18
2,27,18
2,27,18
2,27,18
2,27,18
2,27,17
2,27,18
2,27,18
2,27,18
2,27,19
2,27,16
2,27,18
2,27,19
2,27,19
2,27,17
2,27,19
2,27,16
2,27,10
2,27,18
2,27,19
2,27,17
2,27,18
2,27,19
2,27,13
2,27,3
2,27,1
2,27,4
2,27,3
2,27,2
2,27,1
2,27,2
2,27,3
2,27,1
2,27,3
2,27,1
2,27,1
2,27,1
2,27,1
2,26,19
2,26,17
2,26,19
2,26,18
2,26,17
2,26,15
2,26,13
2,26,15
2,26,13
2,26,15
2,26,18
2,26,18
2,26,18
2,26,17
2,26,16
2,26,18
2,26,18
2,26,19
2,26,16
2,26,18
2,26,17
2,26,19
2,26,16
2,26,19
2,26,18
2,26,17
2,26,17
2,26,15
2,26,18
2,26,18
2,26,17
2,26,15
2,26,18
2,26,18
2,26,18
2,26,17
2,26,14
2,26,14
2,26,18
2,26,17
2,26,19
2,26,17
2,26,13
2,26,15
2,26,17
2,26,18
2,26,17
2,26,17
2,26,17
2,26,19
2,26,17
2,26,18
2,26,19
2,26,18
2,26,18
2,26,17
2,26,12
2,26,18
2,26,18
2,26,16
2,26,18
2,26,14
2,26,17
2,26,16
2,26,18
2,26,18
2,26,18
2,26,19
2,26,18
2,26,19
2,26,19
2,26,18
2,26,15
2,26,18
2,26,19
2,26,16
2,26,15
2,26,19
2,26,18
2,26,17
2,26,16
2,26,18
2,26,17
2,26,17
2,26,16
2,26,16
2,26,17
2,26,18
2,26,19
2,26,18
2,26,17
2,26,19
2,26,18
2,26,17
2,26,17
2,26,19
2,26,19
2,26,19
2,26,17
2,26,18
2,26,16
2,26,18
2,26,16
2,26,19
2,26,19
2,26,18
2,26,18
2,26,19
2,26,18
2,26,18
2,26,19
2,26,14
2,26,18
2,26,19
2,26,17
2,26,18
2,26,19
2,26,11
2,26,18
2,26,15
2,26,19
2,26,17
2,26,17
2,26,17
2,26,18
2,26,18
2,26,19
2,26,13
2,26,18
2,26,16
2,26,17
2,26,14
2,26,14
2,26,2
2,26,1
2,26,2
2,26,1
2,26,1
2,26,2
2,26,3
2,25,19
2,25,18
2,25,17
2,25,17
2,25,18
2,25,14
2,25,16
2,25,15
2,25,18
2,25,17
2,25,19
2,25,18
2,25,17
2,25,17
2,25,16
2,25,17
2,25,18
2,25,16
2,25,18
2,25,17
2,25,17
2,25,18
2,25,15
2,25,18
2,25,16
2,25,19
2,25,18
2,25,14
2,25,16
2,25,16
2,25,18
2,25,18
2,25,18
2,25,10
2,25,18
2,25,17
2,25,16
2,25,19
2,25,17
2,25,13
2,25,18
2,25,17
2,25,17
2,25,18
2,25,16
2,25,16
2,25,18
2,25,18
2,25,17
2,25,19
2,25,19
2,25,18
2,25,18
2,25,14
2,25,18
2,25,16
2,25,18
2,25,19
2,25,17
2,25,16
2,25,18
2,25,18
2,25,18
2,25,16
2,25,18
2,25,16
2,25,17
2,25,14
2,25,19
2,25,19
2,25,18
2,25,17
2,25,5
2,25,19
2,25,18
2,25,17
2,25,17
2,25,17
2,25,19
2,25,18
2,25,19
2,25,18
2,25,19
2,25,16
2,25,19
2,25,18
2,25,16
2,25,14
2,25,19
2,25,19
2,25,18
2,25,17
2,25,17
2,25,16
2,25,18
2,25,19
2,25,16
2,25,17
2,25,17
2,25,17
2,25,18
2,25,17
2,25,19
2,25,19
2,25,13
2,25,19
2,25,18
2,25,18
2,25,15
2,25,18
2,25,15
2,25,17
2,25,19
2,25,18
2,25,17
2,25,19
2,25,16
2,25,12
2,25,2
2,25,17
2,25,17
2,25,19
2,25,17
2,25,18
2,25,16
2,25,17
2,25,17
2,25,16
2,25,18
2,25,18
2,25,15
2,25,19
2,25,3
2,25,19
2,25,19
2,25,18
2,25,18
2,25,17
2,25,15
2,25,18
2,25,18
2,25,19
2,25,18
2,25,18
2,25,16
2,25,9
2,25,19
2,25,18
2,25,19
2,25,17
2,25,17
2,25,17
2,25,19
2,25,12
2,25,16
2,25,19
2,25,18
2,25,18
2,25,17
2,25,18
2,25,17
2,25,18
2,25,17
2,25,17
2,25,17
2,25,15
2,25,19
2,25,16
2,25,19
2,25,18
2,25,11
2,25,18
2,25,18
2,25,18
2,25,15
2,25,19
2,25,17
2,25,18
2,25,17
2,25,17
2,25,16
2,25,4
2,25,4
2,25,1
2,25,1
2,25,3
2,25,1
2,25,3
2,25,2
2,25,1
2,25,1
2,25,1
2,25,1
2,24,18
2,24,18
2,24,18
2,24,1
2,24,15
2,24,19
2,24,18
2,24,18
2,24,19
2,24,18
2,24,18
2,24,17
2,24,19
2,24,19
2,24,17
2,24,16
2,24,18
2,24,19
2,24,18
2,24,18
2,24,3
2,24,16
2,24,16
2,24,16
2,24,13
2,24,18
2,24,17
2,24,18
2,24,17
2,24,3
2,24,19
2,24,18
2,24,19
2,24,19
2,24,16
2,24,15
2,24,17
2,24,17
2,24,16
2,24,18
2,24,18
2,24,18
2,24,17
2,24,19
2,24,16
2,24,18
2,24,18
2,24,19
2,24,18
2,24,16
2,24,14
2,24,16
2,24,17
2,24,19
2,24,18
2,24,17
2,24,18
2,24,15
2,24,14
2,24,14
2,24,19
2,24,18
2,24,18
2,24,18
2,24,15
2,24,16
2,24,19
2,24,19
2,24,19
2,24,17
2,24,17
2,24,18
2,24,18
2,24,18
2,24,18
2,24,17
2,24,15
2,24,19
2,24,19
2,24,17
2,24,18
2,24,19
2,24,17
2,24,16
2,24,18
2,24,17
2,24,18
2,24,18
2,24,17
2,24,17
2,24,14
2,24,19
2,24,18
2,24,18
2,24,17
2,24,15
2,24,13
2,24,18
2,24,18
2,24,16
2,24,18
2,24,17
2,24,18
2,24,19
2,24,18
2,24,16
2,24,18
2,24,17
2,24,17
2,24,18
2,24,17
2,24,17
2,24,18
2,24,18
2,24,16
2,24,19
2,24,18
2,24,19
2,24,16
2,24,18
2,24,17
2,24,16
2,24,17
2,24,17
2,24,19
2,24,17
2,24,18
2,24,18
2,24,19
2,24,17
2,24,16
2,24,19
2,24,16
2,24,16
2,24,17
2,24,18
2,24,18
2,24,17
2,24,19
2,24,19
2,24,18
2,24,17
2,24,15
2,24,19
2,24,18
2,24,16
2,24,18
2,24,19
2,24,19
2,24,18
2,24,18
2,24,18
2,24,17
2,24,16
2,24,17
2,24,7
2,24,18
2,24,17
2,24,18
2,24,18
2,24,18
2,24,19
2,24,17
2,24,13
2,24,18
2,24,18
2,24,19
2,24,18
2,24,18
2,24,19
2,24,14
2,24,19
2,24,18
2,24,18
2,24,19
2,24,17
2,24,18
2,24,15
2,24,17
2,24,18
2,24,16
2,24,16
2,24,17
2,24,17
2,24,17
2,24,18
2,24,18
2,24,18
2,24,13
2,24,18
2,24,19
2,24,18
2,24,16
2,24,18
2,24,18
2,24,16
2,24,18
2,24,17
2,24,19
2,24,16
2,24,18
2,24,17
2,24,17
2,24,19
2,24,1
2,24,11
2,24,17
2,24,17
2,24,1
2,24,1
2,24,1
2,24,1
2,24,1
2,24,1
2,24,1
2,24,2
2,24,1
2,24,1
2,24,1
2,24,1
2,24,3
2,24,1
2,24,3
2,24,1
2,24,1
2,24,1
2,24,1
2,23,18
2,23,18
2,23,18
2,23,17
2,23,16
2,23,18
2,23,19
2,23,19
2,23,1
2,23,14
2,23,17
2,23,17
2,23,17
2,23,15
2,23,17
2,23,16
2,23,18
2,23,18
2,23,16
2,23,16
2,23,17
2,23,18
2,23,19
2,23,18
2,23,18
2,23,16
2,23,19
2,23,18
2,23,18
2,23,16
2,23,18
2,23,19
2,23,17
2,23,12
2,23,18
2,23,12
2,23,18
2,23,18
2,23,14
2,23,17
2,23,19
2,23,17
2,23,19
2,23,17
2,23,15
2,23,19
2,23,17
2,23,12
2,23,18
2,23,18
2,23,19
2,23,17
2,23,18
2,23,18
2,23,16
2,23,17
2,23,14
2,23,16
2,23,16
2,23,18
2,23,1
2,23,19
2,23,18
2,23,17
2,23,18
2,23,18
2,23,18
2,23,18
2,23,18
2,23,18
2,23,17
2,23,18
2,23,16
2,23,15
2,23,11
2,23,17
2,23,19
2,23,17
2,23,18
2,23,19
2,23,17
2,23,19
2,23,14
2,23,18
2,23,16
2,23,17
2,23,18
2,23,16
2,23,17
2,23,13
2,23,19
2,23,17
2,23,17
2,23,18
2,23,17
2,23,17
2,23,19
2,23,18
2,23,16
2,23,15
2,23,18
2,23,18
2,23,19
2,23,19
2,23,18
2,23,18
2,23,18
2,23,18
2,23,18
2,23,15
2,23,19
2,23,11
2,23,16
2,23,18
2,23,18
2,23,18
2,23,19
2,23,19
2,23,19
2,23,16
2,23,18
2,23,16
2,23,16
2,23,19
2,23,18
2,23,18
2,23,18
2,23,19
2,23,16
2,23,19
2,23,15
2,23,15
2,23,19
2,23,17
2,23,17
2,23,14
2,23,18
2,23,17
2,23,19
2,23,17
2,23,18
2,23,16
2,23,17
2,23,19
2,23,12
2,23,18
2,23,18
2,23,18
2,23,19
2,23,17
2,23,17
2,23,19
2,23,15
2,23,18
2,23,17
2,23,13
2,23,16
2,23,18
2,23,17
2,23,18
2,23,17
2,23,18
2,23,17
2,23,16
2,23,18
2,23,17
2,23,18
2,23,15
2,23,18
2,23,18
2,23,19
2,23,13
2,23,17
2,23,10
2,23,15
2,23,18
2,23,19
2,23,11
2,23,17
2,23,16
2,23,17
2,23,17
2,23,19
2,23,17
2,23,15
2,23,19
2,23,16
2,23,19
2,23,17
2,23,16
2,23,18
2,23,19
2,23,16
2,23,16
2,23,18
2,23,18
2,23,19
2,23,18
2,23,18
2,23,17
2,23,19
2,23,16
2,23,17
2,23,17
2,23,18
2,23,18
2,23,17
2,23,17
2,23,17
2,23,18
2,23,17
2,23,19
2,23,16
2,23,17
2,23,19
2,23,17
2,23,19
2,23,18
2,23,15
2,23,15
2,23,16
2,23,16
2,23,17
2,23,19
2,23,17
2,23,18
2,23,19
2,23,16
2,23,18
2,23,19
2,23,18
2,23,16
2,23,17
2,23,17
2,23,18
2,23,18
2,23,16
2,23,17
2,23,18
2,23,15
2,23,18
2,23,18
2,23,16
2,23,18
2,23,14
2,23,19
2,23,18
2,23,18
2,23,17
2,23,15
2,23,14
2,23,18
2,23,19
2,23,19
2,23,17
2,23,19
2,23,19
2,23,16
2,23,17
2,23,17
2,23,15
2,23,15
2,23,18
2,23,18
2,23,1
2,23,16
2,23,14
2,23,3
2,23,16
2,23,13
2,23,1
2,23,1
2,23,1
2,23,1
2,23,4
2,23,2
2,23,1
2,23,1
2,23,1
2,23,5
2,23,1
2,23,1
2,23,1
2,22,14
2,22,18
2,22,19
2,22,2
2,22,17
2,22,16
2,22,17
2,22,19
2,22,19
2,22,19
2,22,19
2,22,17
2,22,17
2,22,17
2,22,18
2,22,17
2,22,19
2,22,17
2,22,18
2,22,19
2,22,16
2,22,18
2,22,17
2,22,18
2,22,18
2,22,18
2,22,16
2,22,15
2,22,18
2,22,17
2,22,18
2,22,18
2,22,19
2,22,18
2,22,16
2,22,18
2,22,19
2,22,18
2,22,17
2,22,15
2,22,19
2,22,12
2,22,19
2,22,16
2,22,17
2,22,16
2,22,18
2,22,17
2,22,19
2,22,19
2,22,15
2,22,19
2,22,13
2,22,15
2,22,18
2,22,18
2,22,17
2,22,13
2,22,17
2,22,18
2,22,13
2,22,15
2,22,18
2,22,17
2,22,18
2,22,19
2,22,19
2,22,17
2,22,14
2,22,19
2,22,16
2,22,15
2,22,18
2,22,19
2,22,19
2,22,18
2,22,15
2,22,17
2,22,13
2,22,17
2,22,16
2,22,17
2,22,19
2,22,17
2,22,18
2,22,13
2,22,16
2,22,18
2,22,13
2,22,13
2,22,18
2,22,16
2,22,17
2,22,16
2,22,17
2,22,18
2,22,14
2,22,17
2,22,16
2,22,18
2,22,13
2,22,18
2,22,14
2,22,19
2,22,17
2,22,18
2,22,17
2,22,19
2,22,17
2,22,16
2,22,17
2,22,18
2,22,15
2,22,16
2,22,17
2,22,18
2,22,15
2,22,18
2,22,16
2,22,17
2,22,17
2,22,3
2,22,18
2,22,19
2,22,16
2,22,17
2,22,19
2,22,18
2,22,19
2,22,16
2,22,18
2,22,17
2,22,19
2,22,19
2,22,17
2,22,19
2,22,19
2,22,18
2,22,18
2,22,19
2,22,17
2,22,16
2,22,18
2,22,18
2,22,19
2,22,17
2,22,16
2,22,15
2,22,17
2,22,17
2,22,16
2,22,18
2,22,17
2,22,18
2,22,15
2,22,16
2,22,15
2,22,17
2,22,15
2,22,17
2,22,18
2,22,16
2,22,19
2,22,15
2,22,18
2,22,18
2,22,17
2,22,17
2,22,15
2,22,18
2,22,17
2,22,18
2,22,17
2,22,18
2,22,17
2,22,13
2,22,17
2,22,16
2,22,18
2,22,16
2,22,17
2,22,18
2,22,17
2,22,17
2,22,18
2,22,19
2,22,19
2,22,17
2,22,16
2,22,18
2,22,17
2,22,19
2,22,19
2,22,16
2,22,18
2,22,17
2,22,18
2,22,19
2,22,15
2,22,17
2,22,18
2,22,19
2,22,16
2,22,17
2,22,17
2,22,17
2,22,18
2,22,19
2,22,17
2,22,18
2,22,19
2,22,16
2,22,17
2,22,18
2,22,18
2,22,18
2,22,18
2,22,18
2,22,18
2,22,17
2,22,19
2,22,18
2,22,18
2,22,16
2,22,16
2,22,14
2,22,18
2,22,17
2,22,17
2,22,15
2,22,17
2,22,19
2,22,18
2,22,17
2,22,13
2,22,18
2,22,17
2,22,18
2,22,19
2,22,16
2,22,18
2,22,15
2,22,19
2,22,19
2,22,19
2,22,19
2,22,18
2,22,12
2,22,18
2,22,14
2,22,17
2,22,18
2,22,17
2,22,18
2,22,17
2,22,18
2,22,17
2,22,19
2,22,17
2,22,16
2,22,17
2,22,17
2,22,19
2,22,17
2,22,17
2,22,15
2,22,15
2,22,18
2,22,17
2,22,16
2,22,17
2,22,16
2,22,17
2,22,18
2,22,19
2,22,18
2,22,18
2,22,18
2,22,18
2,22,18
2,22,18
2,22,19
2,22,17
2,22,15
2,22,18
2,22,19
2,22,18
2,22,19
2,22,18
