# Summarize FastOrtho
# PYTHON VERSION: 3.7.12
# Script call:    03_summarize_fastortho.py
# Runtime:        01/05/2023 15:37:58
# ----------------
# Ortholog directory:/n/holylfs05/LABS/informatics/Users/gthomas/spiders/fastortho/16spec/
# Output file:      ../data/16spec/fastortho-summary-16spec.csv
# ----------------
inflation,genes,taxa
3,26,1
3,26,16
3,26,16
3,26,16
3,26,16
3,26,15
3,26,15
3,26,16
3,26,16
3,26,14
3,26,15
3,26,15
3,26,14
3,26,15
3,26,14
3,26,14
3,26,15
3,26,15
3,26,16
3,26,13
3,26,14
3,26,15
3,26,15
3,26,15
3,26,15
3,26,16
3,26,13
3,26,16
3,26,15
3,26,16
3,26,16
3,26,14
3,26,14
3,26,13
3,26,14
3,26,16
3,26,10
3,26,13
3,26,15
3,26,16
3,26,15
3,26,14
3,26,13
3,26,15
3,26,16
3,26,13
3,26,1
3,26,10
3,26,13
3,26,14
3,26,11
3,26,14
3,26,13
3,26,7
3,26,15
3,26,2
3,26,2
3,26,1
3,26,2
3,26,2
3,26,4
3,26,1
3,25,16
3,25,15
3,25,15
3,25,16
3,25,16
3,25,16
3,25,16
3,25,16
3,25,16
3,25,14
3,25,14
3,25,15
3,25,16
3,25,15
3,25,15
3,25,14
3,25,16
3,25,15
3,25,15
3,25,15
3,25,15
3,25,15
3,25,14
3,25,16
3,25,16
3,25,15
3,25,15
3,25,16
3,25,16
3,25,14
3,25,16
3,25,16
3,25,16
3,25,15
3,25,16
3,25,15
3,25,16
3,25,16
3,25,15
3,25,15
3,25,15
3,25,15
3,25,15
3,25,16
3,25,12
3,25,15
3,25,15
3,25,16
3,25,15
3,25,15
3,25,16
3,25,16
3,25,15
3,25,15
3,25,14
3,25,13
3,25,15
3,25,16
3,25,15
3,25,15
3,25,13
3,25,16
3,25,15
3,25,11
3,25,14
3,25,15
3,25,14
3,25,14
3,25,13
3,25,14
3,25,11
3,25,10
3,25,12
3,25,2
3,25,7
3,25,2
3,25,1
3,25,1
3,25,1
3,25,1
3,25,1
3,24,14
3,24,16
3,24,15
3,24,16
3,24,11
3,24,16
3,24,15
3,24,13
3,24,16
3,24,14
3,24,13
3,24,15
3,24,15
3,24,12
3,24,14
3,24,16
3,24,15
3,24,16
3,24,16
3,24,15
3,24,16
3,24,15
3,24,12
3,24,12
3,24,15
3,24,14
3,24,16
3,24,15
3,24,15
3,24,16
3,24,15
3,24,14
3,24,16
3,24,14
3,24,13
3,24,16
3,24,16
3,24,16
3,24,16
3,24,15
3,24,14
3,24,15
3,24,16
3,24,13
3,24,12
3,24,15
3,24,15
3,24,16
3,24,12
3,24,16
3,24,15
3,24,14
3,24,16
3,24,15
3,24,16
3,24,16
3,24,16
3,24,13
3,24,16
3,24,14
3,24,14
3,24,16
3,24,16
3,24,14
3,24,14
3,24,16
3,24,14
3,24,13
3,24,16
3,24,14
3,24,15
3,24,15
3,24,16
3,24,12
3,24,16
3,24,16
3,24,15
3,24,15
3,24,15
3,24,5
3,24,9
3,24,13
3,24,11
3,24,14
3,24,14
3,24,9
3,24,1
3,24,1
3,24,1
3,24,1
3,24,1
3,24,1
3,24,2
3,24,1
3,24,1
3,24,1
3,24,1
3,24,3
3,24,3
3,24,1
3,24,1
3,24,1
3,24,1
3,24,1
3,24,1
3,23,15
3,23,12
3,23,15
3,23,16
3,23,16
3,23,16
3,23,16
3,23,15
3,23,15
3,23,16
3,23,16
3,23,15
3,23,15
3,23,15
3,23,13
3,23,15
3,23,14
3,23,15
3,23,16
3,23,15
3,23,15
3,23,15
3,23,14
3,23,16
3,23,16
3,23,16
3,23,14
3,23,15
3,23,16
3,23,16
3,23,16
3,23,14
3,23,16
3,23,16
3,23,16
3,23,16
3,23,15
3,23,14
3,23,14
3,23,16
3,23,16
3,23,14
3,23,15
3,23,14
3,23,16
3,23,12
3,23,13
3,23,16
3,23,14
3,23,16
3,23,16
3,23,16
3,23,16
3,23,16
3,23,16
3,23,13
3,23,16
3,23,16
3,23,14
3,23,16
3,23,16
3,23,14
3,23,12
3,23,16
3,23,16
3,23,16
3,23,13
3,23,16
3,23,13
3,23,15
3,23,16
3,23,16
3,23,12
3,23,13
3,23,16
3,23,13
3,23,16
3,23,16
3,23,14
3,23,16
3,23,15
3,23,14
3,23,15
3,23,14
3,23,15
3,23,15
3,23,15
3,23,13
3,23,14
3,23,12
3,23,12
3,23,13
3,23,14
3,23,15
3,23,1
3,23,1
3,23,1
3,23,1
3,23,1
3,23,2
3,23,4
3,23,1
3,23,1
3,23,1
3,23,1
3,23,1
3,23,1
3,23,1
3,22,16
3,22,16
3,22,1
3,22,14
3,22,15
3,22,16
3,22,16
3,22,16
3,22,15
3,22,15
3,22,16
3,22,16
3,22,15
3,22,15
3,22,11
3,22,15
3,22,13
3,22,11
3,22,16
3,22,13
3,22,16
3,22,15
3,22,15
3,22,16
3,22,14
3,22,16
3,22,15
3,22,16
3,22,15
3,22,13
3,22,16
3,22,16
3,22,16
3,22,16
3,22,16
3,22,15
3,22,16
3,22,15
3,22,13
3,22,16
3,22,9
3,22,11
3,22,16
3,22,16
3,22,16
3,22,16
3,22,15
3,22,15
3,22,16
3,22,16
3,22,15
3,22,16
3,22,14
3,22,12
3,22,14
3,22,15
3,22,16
3,22,16
3,22,16
3,22,16
3,22,15
3,22,16
3,22,15
3,22,15
3,22,15
3,22,15
3,22,13
3,22,13
3,22,12
3,22,16
3,22,16
3,22,16
3,22,16
3,22,13
3,22,15
3,22,15
3,22,15
3,22,15
3,22,15
3,22,16
3,22,16
3,22,16
3,22,16
3,22,15
3,22,15
3,22,16
3,22,14
3,22,15
3,22,16
3,22,16
3,22,15
3,22,13
3,22,16
3,22,15
3,22,15
3,22,16
3,22,13
3,22,16
3,22,16
3,22,16
3,22,16
3,22,16
3,22,14
3,22,15
3,22,16
3,22,15
3,22,16
3,22,15
3,22,16
3,22,14
3,22,16
3,22,16
3,22,14
3,22,16
3,22,12
3,22,13
3,22,15
3,22,12
3,22,1
3,22,12
3,22,10
3,22,15
3,22,15
3,22,13
3,22,14
3,22,14
3,22,14
3,22,14
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,22,1
3,21,14
3,21,14
3,21,14
3,21,13
3,21,15
3,21,15
3,21,14
3,21,16
3,21,15
3,21,15
3,21,16
3,21,15
3,21,15
3,21,16
3,21,15
3,21,14
3,21,14
3,21,15
3,21,14
3,21,15
3,21,15
3,21,15
3,21,14
3,21,16
3,21,14
3,21,15
3,21,16
3,21,16
3,21,15
3,21,12
3,21,13
3,21,15
3,21,15
3,21,15
3,21,16
3,21,16
3,21,15
3,21,16
3,21,15
3,21,14
3,21,13
3,21,15
3,21,16
3,21,16
3,21,16
3,21,16
3,21,14
3,21,13
3,21,14
3,21,15
3,21,15
3,21,16
3,21,16
3,21,14
3,21,11
3,21,14
3,21,16
3,21,13
3,21,14
3,21,15
3,21,15
3,21,16
3,21,16
3,21,15
3,21,16
3,21,15
3,21,15
3,21,15
3,21,16
3,21,15
3,21,13
3,21,14
3,21,11
3,21,15
3,21,14
3,21,16
3,21,15
3,21,14
3,21,14
3,21,15
3,21,16
3,21,16
3,21,15
3,21,16
3,21,15
3,21,15
3,21,16
3,21,16
3,21,15
3,21,15
3,21,16
3,21,16
3,21,14
3,21,13
3,21,15
3,21,13
3,21,16
3,21,16
3,21,15
3,21,15
3,21,16
3,21,15
3,21,14
3,21,16
3,21,14
3,21,16
3,21,14
3,21,15
3,21,14
3,21,16
3,21,13
3,21,16
3,21,15
3,21,14
3,21,16
3,21,15
3,21,14
3,21,16
3,21,15
3,21,15
3,21,16
3,21,14
3,21,14
3,21,8
3,21,14
3,21,14
3,21,13
3,21,11
3,21,15
3,21,9
3,21,15
3,21,13
3,21,14
3,21,15
3,21,14
3,21,13
3,21,14
3,21,1
3,21,1
3,21,1
3,21,1
3,21,1
3,21,2
3,21,3
3,21,1
3,21,2
3,21,1
3,21,2
3,21,1
3,21,1
3,21,1
3,21,1
3,21,1
3,21,1
3,21,1
3,21,1
3,20,1
3,20,14
3,20,15
3,20,13
3,20,15
3,20,16
3,20,15
3,20,15
3,20,16
3,20,15
3,20,16
3,20,15
3,20,14
3,20,1
3,20,16
3,20,15
3,20,16
3,20,15
3,20,16
3,20,15
3,20,15
3,20,16
3,20,16
3,20,14
3,20,14
3,20,16
3,20,16
3,20,15
3,20,15
3,20,14
3,20,13
3,20,15
3,20,7
3,20,16
3,20,14
3,20,16
3,20,15
3,20,14
3,20,15
3,20,16
3,20,14
3,20,16
3,20,15
3,20,13
3,20,15
3,20,15
3,20,14
3,20,14
3,20,16
3,20,15
3,20,16
3,20,14
3,20,15
3,20,16
3,20,16
3,20,13
3,20,16
3,20,13
3,20,13
3,20,15
3,20,2
3,20,15
3,20,14
3,20,16
3,20,15
3,20,16
3,20,15
3,20,16
3,20,15
3,20,12
3,20,14
3,20,13
3,20,16
3,20,14
3,20,15
3,20,14
3,20,14
3,20,15
3,20,15
3,20,15
3,20,15
3,20,13
3,20,16
3,20,16
3,20,16
3,20,14
3,20,16
3,20,15
3,20,14
3,20,16
3,20,15
3,20,16
3,20,16
3,20,16
3,20,16
3,20,12
3,20,16
3,20,15
3,20,16
3,20,14
3,20,16
3,20,16
3,20,13
3,20,16
3,20,14
3,20,16
3,20,15
3,20,13
3,20,16
3,20,15
3,20,14
3,20,15
3,20,15
3,20,14
3,20,14
3,20,15
3,20,16
3,20,15
3,20,15
3,20,16
3,20,15
3,20,16
3,20,15
3,20,12
3,20,15
3,20,16
3,20,16
3,20,15
3,20,14
3,20,12
3,20,14
3,20,14
3,20,14
3,20,15
3,20,15
3,20,16
3,20,15
3,20,16
3,20,15
3,20,12
3,20,14
3,20,16
3,20,15
3,20,15
3,20,15
3,20,11
3,20,15
3,20,15
3,20,14
3,20,16
3,20,15
3,20,16
3,20,16
3,20,15
3,20,15
3,20,15
3,20,16
3,20,13
3,20,15
3,20,16
3,20,15
3,20,15
3,20,16
3,20,14
3,20,13
3,20,14
3,20,10
3,20,14
3,20,15
3,20,14
3,20,16
3,20,16
3,20,16
3,20,14
3,20,15
3,20,16
3,20,14
3,20,13
3,20,16
3,20,16
3,20,15
3,20,14
3,20,11
3,20,13
3,20,14
3,20,15
3,20,12
3,20,11
3,20,14
3,20,11
3,20,13
3,20,11
3,20,11
3,20,14
3,20,12
3,20,14
3,20,14
3,20,13
3,20,12
3,20,12
3,20,15
3,20,12
3,20,15
3,20,15
3,20,2
3,20,3
3,20,1
3,20,1
3,20,3
3,20,7
3,20,1
3,20,3
3,20,3
3,20,1
3,20,1
3,20,2
3,20,4
3,20,1
3,20,1
3,19,15
3,19,14
3,19,14
3,19,15
3,19,15
3,19,15
3,19,15
3,19,1
3,19,14
3,19,15
3,19,2
3,19,15
3,19,16
3,19,16
3,19,16
3,19,16
3,19,12
3,19,15
3,19,16
3,19,15
3,19,15
3,19,16
3,19,16
3,19,14
3,19,15
3,19,16
3,19,15
3,19,16
3,19,15
3,19,14
3,19,15
3,19,14
3,19,15
3,19,14
3,19,15
3,19,15
3,19,14
3,19,14
3,19,12
3,19,14
3,19,15
3,19,15
3,19,15
3,19,16
3,19,15
3,19,16
3,19,15
3,19,15
3,19,14
3,19,16
3,19,15
3,19,16
3,19,15
3,19,9
3,19,13
3,19,16
3,19,15
3,19,14
3,19,12
3,19,13
3,19,16
3,19,14
3,19,13
3,19,15
3,19,15
3,19,16
3,19,16
3,19,16
3,19,15
3,19,15
3,19,16
3,19,16
3,19,16
3,19,15
3,19,15
3,19,16
3,19,15
3,19,15
3,19,15
3,19,15
3,19,13
3,19,15
3,19,14
3,19,15
3,19,15
3,19,15
3,19,14
3,19,13
3,19,15
3,19,15
3,19,15
3,19,16
3,19,15
3,19,16
3,19,15
3,19,15
3,19,13
3,19,14
3,19,15
3,19,16
3,19,15
3,19,15
3,19,13
3,19,16
3,19,16
3,19,15
3,19,15
3,19,14
3,19,15
3,19,12
3,19,13
3,19,15
3,19,12
3,19,15
3,19,15
3,19,15
3,19,15
3,19,16
3,19,16
3,19,16
3,19,15
3,19,14
3,19,16
3,19,16
3,19,13
3,19,15
3,19,15
3,19,15
3,19,15
3,19,15
3,19,15
3,19,13
3,19,15
3,19,15
3,19,15
3,19,15
3,19,14
3,19,13
3,19,15
3,19,15
3,19,16
3,19,14
3,19,16
3,19,13
3,19,15
3,19,16
3,19,15
3,19,16
3,19,15
3,19,15
3,19,15
3,19,14
3,19,11
3,19,14
3,19,16
3,19,15
3,19,12
3,19,14
3,19,16
3,19,15
3,19,15
3,19,15
3,19,15
3,19,15
3,19,16
3,19,16
3,19,16
3,19,15
3,19,16
3,19,15
3,19,16
3,19,16
3,19,13
3,19,16
3,19,15
3,19,15
3,19,15
3,19,16
3,19,15
3,19,16
3,19,15
3,19,15
3,19,13
3,19,14
3,19,16
3,19,15
3,19,15
3,19,16
3,19,15
3,19,14
3,19,13
3,19,16
3,19,15
3,19,16
3,19,15
3,19,15
3,19,16
3,19,16
3,19,12
3,19,16
3,19,13
3,19,15
3,19,14
3,19,14
3,19,15
3,19,16
3,19,16
3,19,16
3,19,15
3,19,16
3,19,13
3,19,16
3,19,16
3,19,16
3,19,16
3,19,14
3,19,14
3,19,16
3,19,15
3,19,15
3,19,14
3,19,13
3,19,16
3,19,16
3,19,15
3,19,16
3,19,15
3,19,16
3,19,14
3,19,16
3,19,16
3,19,12
3,19,15
3,19,15
3,19,15
3,19,15
3,19,16
3,19,14
3,19,16
3,19,15
3,19,16
3,19,16
3,19,15
3,19,15
3,19,15
3,19,15
3,19,15
3,19,15
3,19,16
3,19,15
3,19,16
3,19,14
3,19,14
3,19,15
3,19,14
3,19,16
3,19,16
3,19,15
3,19,16
3,19,13
3,19,15
3,19,13
3,19,16
3,19,15
3,19,15
3,19,15
3,19,15
3,19,16
3,19,16
3,19,15
3,19,15
3,19,15
3,19,14
3,19,16
3,19,15
3,19,16
3,19,16
3,19,15
3,19,2
3,19,12
3,19,15
3,19,14
3,19,9
3,19,12
3,19,11
3,19,14
3,19,14
3,19,14
3,19,14
3,19,15
3,19,13
3,19,14
3,19,13
3,19,15
3,19,10
3,19,14
3,19,9
3,19,12
3,19,14
3,19,13
3,19,14
3,19,11
3,19,13
3,19,14
3,19,13
3,19,11
3,19,14
3,19,1
3,19,4
3,19,3
3,19,5
3,19,3
3,19,1
3,19,1
3,19,1
3,19,1
3,19,3
3,19,2
3,19,2
3,19,1
3,19,1
3,19,1
3,19,1
3,19,1
3,18,16
3,18,15
3,18,15
3,18,15
3,18,16
3,18,14
3,18,15
3,18,16
3,18,16
3,18,16
3,18,14
3,18,15
3,18,16
3,18,13
3,18,16
3,18,15
3,18,14
3,18,14
3,18,16
3,18,11
3,18,15
3,18,14
3,18,16
3,18,15
3,18,15
3,18,15
3,18,16
3,18,16
3,18,15
3,18,15
3,18,14
3,18,16
3,18,15
3,18,16
3,18,16
3,18,13
3,18,15
3,18,16
3,18,15
3,18,14
3,18,14
3,18,15
3,18,11
3,18,15
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,16
3,18,14
3,18,14
3,18,15
3,18,15
3,18,13
3,18,16
3,18,14
3,18,15
3,18,15
3,18,15
3,18,16
3,18,16
3,18,15
3,18,15
3,18,15
3,18,16
3,18,15
3,18,15
3,18,15
3,18,16
3,18,16
3,18,16
3,18,15
3,18,15
3,18,15
3,18,14
3,18,15
3,18,16
3,18,15
3,18,15
3,18,14
3,18,16
3,18,15
3,18,15
3,18,16
3,18,14
3,18,13
3,18,14
3,18,15
3,18,15
3,18,14
3,18,16
3,18,12
3,18,16
3,18,16
3,18,15
3,18,16
3,18,16
3,18,14
3,18,15
3,18,15
3,18,16
3,18,14
3,18,14
3,18,15
3,18,15
3,18,15
3,18,14
3,18,16
3,18,16
3,18,15
3,18,16
3,18,16
3,18,16
3,18,15
3,18,15
3,18,14
3,18,15
3,18,15
3,18,14
3,18,16
3,18,16
3,18,16
3,18,15
3,18,14
3,18,15
3,18,15
3,18,16
3,18,16
3,18,15
3,18,13
3,18,11
3,18,15
3,18,14
3,18,16
3,18,13
3,18,15
3,18,15
3,18,12
3,18,15
3,18,15
3,18,15
3,18,15
3,18,14
3,18,14
3,18,15
3,18,15
3,18,15
3,18,14
3,18,16
3,18,16
3,18,14
3,18,16
3,18,16
3,18,15
3,18,15
3,18,16
3,18,13
3,18,15
3,18,14
3,18,16
3,18,15
3,18,15
3,18,15
3,18,15
3,18,13
3,18,12
3,18,16
3,18,16
3,18,14
3,18,16
3,18,16
3,18,15
3,18,16
3,18,16
3,18,14
3,18,15
3,18,14
3,18,15
3,18,15
3,18,15
3,18,15
3,18,15
3,18,16
3,18,15
3,18,15
3,18,15
3,18,15
3,18,9
3,18,16
3,18,15
3,18,15
3,18,13
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,15
3,18,14
3,18,14
3,18,16
3,18,16
3,18,16
3,18,16
3,18,15
3,18,13
3,18,15
3,18,15
3,18,14
3,18,16
3,18,16
3,18,12
3,18,15
3,18,12
3,18,16
3,18,10
3,18,10
3,18,13
3,18,15
3,18,14
3,18,16
3,18,14
3,18,14
3,18,16
3,18,15
3,18,16
3,18,16
3,18,12
3,18,14
3,18,16
3,18,16
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,13
3,18,16
3,18,16
3,18,14
3,18,15
3,18,16
3,18,16
3,18,14
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,14
3,18,16
3,18,13
3,18,15
3,18,16
3,18,16
3,18,15
3,18,13
3,18,15
3,18,14
3,18,16
3,18,14
3,18,15
3,18,16
3,18,16
3,18,15
3,18,3
3,18,15
3,18,15
3,18,16
3,18,15
3,18,14
3,18,12
3,18,16
3,18,14
3,18,15
3,18,14
3,18,16
3,18,15
3,18,15
3,18,15
3,18,16
3,18,14
3,18,14
3,18,15
3,18,14
3,18,15
3,18,11
3,18,15
3,18,2
3,18,16
3,18,16
3,18,15
3,18,16
3,18,13
3,18,15
3,18,16
3,18,15
3,18,15
3,18,16
3,18,16
3,18,15
3,18,15
3,18,12
3,18,15
3,18,16
3,18,16
3,18,16
3,18,15
3,18,15
3,18,14
3,18,16
3,18,14
3,18,15
3,18,15
3,18,13
3,18,15
3,18,15
3,18,16
3,18,15
3,18,11
3,18,15
3,18,15
3,18,14
3,18,15
3,18,15
3,18,16
3,18,15
3,18,16
3,18,15
3,18,15
3,18,14
3,18,14
3,18,16
3,18,15
3,18,16
3,18,13
3,18,15
3,18,12
3,18,15
3,18,15
3,18,14
3,18,14
3,18,15
3,18,15
3,18,16
3,18,16
3,18,15
3,18,16
3,18,15
3,18,15
3,18,14
3,18,16
3,18,13
3,18,15
3,18,16
3,18,15
3,18,15
3,18,16
3,18,15
3,18,15
3,18,16
3,18,15
3,18,16
3,18,14
3,18,16
3,18,15
3,18,16
3,18,16
3,18,15
3,18,16
3,18,15
3,18,12
3,18,16
3,18,14
3,18,1
3,18,5
3,18,14
3,18,14
3,18,12
3,18,9
3,18,1
3,18,10
3,18,1
3,18,4
3,18,13
3,18,13
3,18,15
3,18,14
3,18,11
3,18,13
3,18,10
3,18,15
3,18,12
3,18,14
3,18,13
3,18,14
3,18,15
3,18,15
3,18,15
3,18,10
3,18,5
3,18,7
3,18,13
3,18,14
3,18,13
3,18,14
3,18,13
3,18,14
3,18,13
3,18,10
3,18,13
3,18,12
3,18,13
3,18,15
3,18,14
3,18,15
3,18,14
3,18,1
3,18,1
3,18,2
3,18,3
3,18,1
3,18,2
3,18,1
3,18,1
3,18,1
3,18,1
3,18,2
3,18,1
3,18,1
3,18,1
3,18,1
3,18,1
3,18,1
3,18,1
3,17,15
3,17,15
3,17,16
3,17,15
3,17,15
3,17,16
3,17,14
3,17,15
3,17,14
3,17,15
3,17,16
3,17,16
3,17,15
3,17,12
3,17,15
3,17,14
3,17,15
3,17,16
3,17,16
3,17,13
3,17,16
3,17,15
3,17,16
3,17,15
3,17,15
3,17,13
3,17,16
3,17,16
3,17,13
3,17,15
3,17,14
3,17,16
3,17,14
3,17,15
3,17,15
3,17,16
3,17,16
3,17,13
3,17,11
3,17,16
3,17,14
3,17,14
3,17,15
3,17,15
3,17,16
3,17,15
3,17,15
3,17,1
3,17,16
3,17,13
3,17,15
3,17,15
3,17,15
3,17,13
3,17,13
3,17,16
3,17,15
3,17,14
3,17,14
3,17,14
3,17,14
3,17,16
3,17,14
3,17,13
3,17,14
3,17,14
3,17,15
3,17,14
3,17,15
3,17,15
3,17,13
3,17,15
3,17,16
3,17,15
3,17,14
3,17,15
3,17,10
3,17,15
3,17,15
3,17,13
3,17,13
3,17,16
3,17,16
3,17,14
3,17,16
3,17,14
3,17,15
3,17,16
3,17,16
3,17,15
3,17,14
3,17,16
3,17,15
3,17,12
3,17,15
3,17,16
3,17,15
3,17,16
3,17,15
3,17,14
3,17,15
3,17,16
3,17,16
3,17,14
3,17,14
3,17,14
3,17,14
3,17,16
3,17,16
3,17,14
3,17,14
3,17,15
3,17,15
3,17,16
3,17,12
3,17,14
3,17,16
3,17,10
3,17,13
3,17,16
3,17,15
3,17,14
3,17,15
3,17,14
3,17,16
3,17,15
3,17,16
3,17,16
3,17,15
3,17,14
3,17,14
3,17,12
3,17,14
3,17,16
3,17,16
3,17,15
3,17,16
3,17,15
3,17,13
3,17,14
3,17,15
3,17,14
3,17,14
3,17,14
3,17,14
3,17,15
3,17,13
3,17,16
3,17,16
3,17,16
3,17,13
3,17,15
3,17,15
3,17,16
3,17,15
3,17,16
3,17,16
3,17,13
3,17,15
3,17,16
3,17,15
3,17,14
3,17,15
3,17,15
3,17,16
3,17,15
3,17,15
3,17,16
3,17,14
3,17,16
3,17,15
3,17,15
3,17,13
3,17,16
3,17,15
3,17,16
3,17,15
3,17,16
3,17,14
3,17,14
3,17,15
3,17,14
3,17,14
3,17,15
3,17,15
3,17,14
3,17,15
3,17,15
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,13
3,17,15
3,17,14
3,17,16
3,17,14
3,17,16
3,17,15
3,17,15
3,17,14
3,17,16
3,17,15
3,17,14
3,17,14
3,17,16
3,17,15
3,17,15
3,17,14
3,17,15
3,17,15
3,17,15
3,17,14
3,17,15
3,17,14
3,17,15
3,17,15
3,17,14
3,17,14
3,17,15
3,17,16
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,16
3,17,14
3,17,14
3,17,15
3,17,14
3,17,15
3,17,15
3,17,14
3,17,15
3,17,15
3,17,16
3,17,14
3,17,15
3,17,16
3,17,14
3,17,13
3,17,14
3,17,15
3,17,16
3,17,16
3,17,14
3,17,14
3,17,12
3,17,15
3,17,16
3,17,16
3,17,16
3,17,15
3,17,14
3,17,16
3,17,15
3,17,14
3,17,14
3,17,10
3,17,15
3,17,16
3,17,15
3,17,13
3,17,14
3,17,15
3,17,16
3,17,15
3,17,13
3,17,15
3,17,16
3,17,14
3,17,16
3,17,15
3,17,16
3,17,11
3,17,16
3,17,16
3,17,15
3,17,16
3,17,15
3,17,14
3,17,14
3,17,16
3,17,14
3,17,15
3,17,14
3,17,16
3,17,15
3,17,14
3,17,14
3,17,15
3,17,14
3,17,16
3,17,14
3,17,14
3,17,14
3,17,15
3,17,12
3,17,16
3,17,13
3,17,15
3,17,14
3,17,16
3,17,15
3,17,10
3,17,14
3,17,16
3,17,15
3,17,13
3,17,15
3,17,16
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,16
3,17,16
3,17,16
3,17,15
3,17,15
3,17,14
3,17,14
3,17,9
3,17,15
3,17,15
3,17,15
3,17,16
3,17,15
3,17,14
3,17,16
3,17,16
3,17,16
3,17,13
3,17,15
3,17,15
3,17,16
3,17,16
3,17,14
3,17,16
3,17,15
3,17,14
3,17,16
3,17,13
3,17,14
3,17,16
3,17,14
3,17,15
3,17,14
3,17,9
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,16
3,17,16
3,17,16
3,17,12
3,17,14
3,17,14
3,17,13
3,17,15
3,17,15
3,17,15
3,17,14
3,17,16
3,17,12
3,17,14
3,17,15
3,17,15
3,17,13
3,17,16
3,17,15
3,17,15
3,17,16
3,17,14
3,17,14
3,17,15
3,17,15
3,17,14
3,17,16
3,17,15
3,17,16
3,17,15
3,17,14
3,17,14
3,17,14
3,17,16
3,17,14
3,17,15
3,17,15
3,17,15
3,17,15
3,17,15
3,17,16
3,17,15
3,17,15
3,17,13
3,17,14
3,17,15
3,17,16
3,17,14
3,17,16
3,17,16
3,17,16
3,17,16
3,17,15
3,17,15
3,17,15
3,17,15
3,17,14
3,17,14
3,17,14
3,17,14
3,17,14
3,17,15
3,17,15
3,17,14
3,17,15
3,17,15
3,17,15
3,17,16
3,17,15
3,17,15
3,17,15
3,17,14
3,17,16
3,17,16
3,17,16
3,17,15
3,17,15
3,17,16
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,14
3,17,15
3,17,15
3,17,15
3,17,13
3,17,14
3,17,16
3,17,16
3,17,16
3,17,13
3,17,15
3,17,15
3,17,15
3,17,15
3,17,16
3,17,16
3,17,15
3,17,12
3,17,16
3,17,14
3,17,14
3,17,14
3,17,14
3,17,12
3,17,16
3,17,15
3,17,14
3,17,15
3,17,16
3,17,14
3,17,16
3,17,15
3,17,15
3,17,14
3,17,16
3,17,15
3,17,14
3,17,15
3,17,16
3,17,16
3,17,15
3,17,14
3,17,14
3,17,15
3,17,14
3,17,16
3,17,12
3,17,16
3,17,16
3,17,16
3,17,13
3,17,15
3,17,15
3,17,16
3,17,11
3,17,16
3,17,15
3,17,14
3,17,14
3,17,16
3,17,15
3,17,16
3,17,16
3,17,16
3,17,16
3,17,14
3,17,15
3,17,15
3,17,13
3,17,16
3,17,14
3,17,15
3,17,16
3,17,16
3,17,15
3,17,15
3,17,16
3,17,2
3,17,10
3,17,14
3,17,12
3,17,14
3,17,6
3,17,12
3,17,13
3,17,11
3,17,7
3,17,14
3,17,11
3,17,14
3,17,15
3,17,13
3,17,14
3,17,14
3,17,12
3,17,15
3,17,13
3,17,13
3,17,14
3,17,12
3,17,10
3,17,13
3,17,15
3,17,15
3,17,9
3,17,12
3,17,13
3,17,14
3,17,14
3,17,12
3,17,14
3,17,14
3,17,12
3,17,2
3,17,14
3,17,14
3,17,15
3,17,12
3,17,12
3,17,12
3,17,15
3,17,15
3,17,14
3,17,10
3,17,2
3,17,1
3,17,3
3,17,1
3,17,1
3,17,2
3,17,1
3,17,2
3,17,9
3,17,3
3,17,14
3,17,1
3,17,1
3,17,1
3,17,1
3,17,2
3,17,3
3,17,3
3,17,2
3,17,1
3,17,1
3,17,2
3,17,2
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,17,1
3,16,15
3,16,15
3,16,15
3,16,14
3,16,12
3,16,15
3,16,13
3,16,15
3,16,15
3,16,15
3,16,15
3,16,16
3,16,13
3,16,15
3,16,15
3,16,13
3,16,15
3,16,15
3,16,16
3,16,15
3,16,16
3,16,16
3,16,14
3,16,16
3,16,15
3,16,15
3,16,15
3,16,15
3,16,14
3,16,15
3,16,16
3,16,13
3,16,16
3,16,14
3,16,15
3,16,14
3,16,14
3,16,15
3,16,14
3,16,13
3,16,15
3,16,15
3,16,15
3,16,14
3,16,16
3,16,15
3,16,14
3,16,16
3,16,12
3,16,15
3,16,15
3,16,16
3,16,15
3,16,14
3,16,15
3,16,16
3,16,15
3,16,13
3,16,15
3,16,15
3,16,11
3,16,15
3,16,14
3,16,14
3,16,16
3,16,15
3,16,15
3,16,15
3,16,15
3,16,15
3,16,15
3,16,16
3,16,15
3,16,15
