*** Warning! With -c set to 15 or higher, some gene trees may take a very long time to reconcile!

#
# =========================================================================
# Welcome to GRAMPA -- Gene tree reconciliations with MUL-trees.
# Version 1.3.1 released on April 30, 2021
# GRAMPA was developed by Gregg Thomas, S. Hussain Ather, and Matthew Hahn
# Citation:      https://doi.org/10.1093/sysbio/syx044
# Website:       https://gwct.github.io/grampa/
# Report issues: https://github.com/gwct/grampa
#
# The date and time at the start is: 10.21.2022 | 18:15:28
# The program was called as: /n/home07/gthomas/projects/grampa/grampa.py -s /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/chelicerate-19spec-astral-pro-rooted.tre -g /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-100-rooted.treefile -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15 -c 15 -p 30
#
# 10.21.2022 | 18:15:28 INFO: Number of processes:...................................30
# 10.21.2022 | 18:15:28 --> Step 1: Reading species tree
# 10.21.2022 | 18:15:28 --> STEP 2 06.15.28: Parsing hybrid clades
# 10.21.2022 | 18:15:28 --> STEP 3 06.15.28: Counting MUL-trees
# 10.21.2022 | 18:15:28 --> STEP 4 06.15.28: Reading gene tree(s)
# 10.21.2022 | 18:15:29 INFO: The input species tree with internal nodes labeled.....((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL,(LRECL,(SMIMO,((PTEPI,LHESP)<8>,((NCLAV,TANTI)<9>,ABRUE)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>)<18>
# 10.21.2022 | 18:15:29 INFO: Input species tree is..................................Singly-labeled
# 10.21.2022 | 18:15:29 INFO: No H1 node defined.....................................Searching all possible H1 nodes.
# 10.21.2022 | 18:15:29 INFO: No H2 node defined.....................................Searching all possible H2 nodes.
# 10.21.2022 | 18:15:29 INFO: Using gene trees in file.............................../n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-100-rooted.treefile
# 10.21.2022 | 18:15:29 INFO: Total gene trees.......................................6359
# 10.21.2022 | 18:15:29 INFO: Main results and logs will be written to file........../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_out.txt
# 10.21.2022 | 18:15:29 INFO: The number of groups for each tree will be calculated../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_checknums.txt
# 10.21.2022 | 18:15:29 INFO: Filtered trees will be saved (if necessary)............/n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_trees_filtered.txt
# 10.21.2022 | 18:15:29 INFO: Filtering gene trees with # of polyploid groups over...15
# 10.21.2022 | 18:15:29 INFO: Detailed results will be written to file.............../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_det.txt
# 10.21.2022 | 18:15:29 INFO: Detailed output will contain...........................Reconciliation scores only
# 10.21.2022 | 18:15:29 --> STEP 5 06.15.29: Building 1187 MUL-tree(s)
# 10.21.2022 | 18:15:30 --> STEP 6 06.15.30: Checking gene tree groupings
# 10.21.2022 | 18:21:50 INFO: Filtered gene trees:...................................7
# 10.21.2022 | 18:21:50 INFO: Final gene tree count for reconciliations:.............6352
# STEP 7 06.21.50: Writing filtered gene trees to file.
# ----------------------------------------
# 10.21.2022 | 18:21:50 --> STEP 8 06.21.50: Beginning reconciliations.
# 10.21.2022 | 18:39:18 --> STEP 9 06.39.18: Getting maps for lowest scoring tree
# 10.21.2022 | 18:39:22 --> STEP 10 06.39.22: Writing output
# GT/MT combo	# dups	# losses	Total score
GT-592 to MT-0	3	7	10
GT-601 to MT-0	1	6	7
GT-609 to MT-0	1	5	6
GT-618 to MT-0	0	7	7
GT-602 to MT-0	2	5	7
GT-619 to MT-0	1	3	4
GT-596 to MT-0	3	4	7
GT-620 to MT-0	0	8	8
GT-623 to MT-0	0	2	2
GT-595 to MT-0	7	10	17
GT-624 to MT-0	0	4	4
GT-625 to MT-0	0	8	8
GT-606 to MT-0	2	5	7
GT-605 to MT-0	1	3	4
GT-607 to MT-0	1	2	3
GT-631 to MT-0	0	10	10
GT-626 to MT-0	0	10	10
GT-630 to MT-0	0	8	8
GT-632 to MT-0	1	10	11
GT-637 to MT-0	0	5	5
GT-524 to MT-0	12	16	28
GT-635 to MT-0	0	3	3
GT-636 to MT-0	0	6	6
GT-633 to MT-0	0	4	4
GT-613 to MT-0	2	5	7
GT-604 to MT-0	3	2	5
GT-639 to MT-0	0	3	3
GT-642 to MT-0	0	9	9
GT-640 to MT-0	0	2	2
GT-622 to MT-0	1	9	10
GT-616 to MT-0	2	9	11
GT-597 to MT-0	2	1	3
GT-641 to MT-0	0	9	9
GT-643 to MT-0	1	5	6
GT-644 to MT-0	0	8	8
GT-614 to MT-0	3	9	12
GT-615 to MT-0	3	4	7
GT-647 to MT-0	1	6	7
GT-646 to MT-0	0	8	8
GT-648 to MT-0	0	11	11
GT-650 to MT-0	0	8	8
GT-651 to MT-0	0	9	9
GT-653 to MT-0	0	10	10
GT-611 to MT-0	2	1	3
GT-654 to MT-0	0	11	11
GT-634 to MT-0	0	6	6
GT-652 to MT-0	1	3	4
GT-617 to MT-0	5	5	10
GT-659 to MT-0	0	7	7
GT-658 to MT-0	0	2	2
GT-656 to MT-0	1	10	11
GT-612 to MT-0	2	0	2
GT-621 to MT-0	4	6	10
GT-657 to MT-0	0	7	7
GT-669 to MT-0	0	7	7
GT-665 to MT-0	0	5	5
GT-662 to MT-0	1	5	6
GT-666 to MT-0	0	11	11
GT-663 to MT-0	0	9	9
GT-668 to MT-0	0	8	8
GT-664 to MT-0	0	8	8
GT-671 to MT-0	0	10	10
GT-627 to MT-0	4	8	12
GT-667 to MT-0	0	8	8
GT-660 to MT-0	0	7	7
GT-655 to MT-0	0	6	6
GT-629 to MT-0	4	2	6
GT-645 to MT-0	2	4	6
GT-568 to MT-0	10	10	20
GT-649 to MT-0	2	3	5
GT-628 to MT-0	2	5	7
GT-661 to MT-0	0	4	4
GT-638 to MT-0	1	6	7
GT-674 to MT-0	0	10	10
GT-672 to MT-0	0	5	5
GT-673 to MT-0	0	2	2
GT-670 to MT-0	0	10	10
GT-675 to MT-0	0	8	8
GT-610 to MT-0	6	10	16
GT-676 to MT-0	0	10	10
GT-678 to MT-0	0	3	3
GT-687 to MT-0	1	3	4
GT-690 to MT-0	0	4	4
GT-677 to MT-0	4	12	16
GT-686 to MT-0	2	11	13
GT-701 to MT-0	0	5	5
GT-684 to MT-0	1	6	7
GT-681 to MT-0	1	4	5
GT-682 to MT-0	1	9	10
GT-679 to MT-0	2	8	10
GT-680 to MT-0	2	9	11
GT-692 to MT-0	1	5	6
GT-691 to MT-0	1	5	6
GT-710 to MT-0	0	4	4
GT-683 to MT-0	3	2	5
GT-693 to MT-0	1	7	8
GT-694 to MT-0	2	8	10
GT-689 to MT-0	4	6	10
GT-703 to MT-0	0	5	5
GT-688 to MT-0	4	7	11
GT-704 to MT-0	0	6	6
GT-685 to MT-0	1	7	8
GT-697 to MT-0	1	3	4
GT-699 to MT-0	2	3	5
GT-708 to MT-0	3	7	10
GT-696 to MT-0	1	11	12
GT-706 to MT-0	1	4	5
GT-695 to MT-0	3	2	5
GT-700 to MT-0	4	3	7
GT-702 to MT-0	3	11	14
GT-698 to MT-0	3	1	4
GT-705 to MT-0	2	4	6
GT-711 to MT-0	5	6	11
GT-716 to MT-0	2	3	5
GT-709 to MT-0	3	8	11
GT-720 to MT-0	0	6	6
GT-722 to MT-0	0	6	6
GT-724 to MT-0	0	3	3
GT-726 to MT-0	0	3	3
GT-714 to MT-0	1	6	7
GT-707 to MT-0	11	16	27
GT-728 to MT-0	0	5	5
GT-713 to MT-0	0	4	4
GT-730 to MT-0	0	4	4
GT-731 to MT-0	0	4	4
GT-740 to MT-0	1	4	5
GT-733 to MT-0	0	9	9
GT-721 to MT-0	1	8	9
GT-715 to MT-0	1	1	2
GT-723 to MT-0	1	6	7
GT-712 to MT-0	3	1	4
GT-718 to MT-0	6	5	11
GT-737 to MT-0	1	10	11
GT-719 to MT-0	9	15	24
GT-725 to MT-0	5	7	12
GT-717 to MT-0	3	1	4
GT-739 to MT-0	3	8	11
GT-741 to MT-0	0	10	10
GT-727 to MT-0	2	4	6
GT-735 to MT-0	2	3	5
GT-736 to MT-0	2	10	12
GT-732 to MT-0	0	5	5
GT-738 to MT-0	2	6	8
GT-744 to MT-0	0	5	5
GT-752 to MT-0	0	7	7
GT-747 to MT-0	1	6	7
GT-755 to MT-0	0	7	7
GT-748 to MT-0	0	7	7
GT-742 to MT-0	2	0	2
GT-757 to MT-0	1	9	10
GT-761 to MT-0	0	8	8
GT-764 to MT-0	1	5	6
GT-754 to MT-0	0	2	2
GT-746 to MT-0	2	8	10
GT-734 to MT-0	6	18	24
GT-753 to MT-0	2	9	11
GT-768 to MT-0	0	5	5
GT-767 to MT-0	0	3	3
GT-751 to MT-0	0	5	5
GT-766 to MT-0	1	9	10
GT-745 to MT-0	3	5	8
GT-311 to MT-0	57	18	75
GT-765 to MT-0	0	10	10
GT-774 to MT-0	0	4	4
GT-749 to MT-0	2	5	7
GT-758 to MT-0	2	1	3
GT-756 to MT-0	1	5	6
GT-760 to MT-0	2	8	10
GT-743 to MT-0	6	13	19
GT-729 to MT-0	4	6	10
GT-762 to MT-0	0	10	10
GT-771 to MT-0	0	4	4
GT-769 to MT-0	6	12	18
GT-750 to MT-0	3	10	13
GT-770 to MT-0	1	6	7
GT-777 to MT-0	0	6	6
GT-783 to MT-0	1	8	9
GT-773 to MT-0	1	5	6
GT-772 to MT-0	2	5	7
GT-776 to MT-0	1	4	5
GT-779 to MT-0	0	4	4
GT-763 to MT-0	0	7	7
GT-782 to MT-0	2	6	8
GT-780 to MT-0	3	5	8
GT-781 to MT-0	3	2	5
GT-778 to MT-0	1	4	5
GT-784 to MT-0	6	12	18
GT-789 to MT-0	2	8	10
GT-785 to MT-0	2	0	2
GT-793 to MT-0	1	10	11
GT-786 to MT-0	1	6	7
GT-788 to MT-0	2	4	6
GT-787 to MT-0	0	2	2
GT-790 to MT-0	1	4	5
GT-791 to MT-0	3	5	8
GT-792 to MT-0	1	5	6
GT-797 to MT-0	2	6	8
GT-800 to MT-0	1	5	6
GT-795 to MT-0	2	2	4
GT-775 to MT-0	5	7	12
GT-803 to MT-0	1	8	9
GT-794 to MT-0	1	1	2
GT-805 to MT-0	2	8	10
GT-796 to MT-0	2	1	3
GT-798 to MT-0	4	5	9
GT-799 to MT-0	1	1	2
GT-809 to MT-0	3	12	15
GT-813 to MT-0	0	7	7
GT-804 to MT-0	3	3	6
GT-802 to MT-0	3	2	5
GT-808 to MT-0	4	9	13
GT-801 to MT-0	3	5	8
GT-816 to MT-0	0	6	6
GT-807 to MT-0	2	5	7
GT-806 to MT-0	2	4	6
GT-814 to MT-0	1	9	10
GT-818 to MT-0	1	11	12
GT-822 to MT-0	1	9	10
GT-817 to MT-0	2	6	8
GT-810 to MT-0	2	7	9
GT-827 to MT-0	0	6	6
GT-825 to MT-0	1	6	7
GT-811 to MT-0	3	6	9
GT-812 to MT-0	1	5	6
GT-820 to MT-0	3	8	11
GT-819 to MT-0	0	2	2
GT-823 to MT-0	1	16	17
GT-826 to MT-0	1	8	9
GT-815 to MT-0	2	3	5
GT-828 to MT-0	2	7	9
GT-832 to MT-0	2	11	13
GT-829 to MT-0	1	6	7
GT-824 to MT-0	0	6	6
GT-831 to MT-0	3	9	12
GT-837 to MT-0	1	8	9
GT-839 to MT-0	1	7	8
GT-833 to MT-0	2	9	11
GT-830 to MT-0	2	4	6
GT-843 to MT-0	1	6	7
GT-836 to MT-0	2	4	6
GT-834 to MT-0	7	8	15
GT-857 to MT-0	0	8	8
GT-848 to MT-0	1	7	8
GT-841 to MT-0	3	5	8
GT-835 to MT-0	3	5	8
GT-838 to MT-0	1	2	3
GT-854 to MT-0	0	7	7
GT-842 to MT-0	1	3	4
GT-852 to MT-0	1	7	8
GT-589 to MT-0	30	52	82
GT-849 to MT-0	1	4	5
GT-855 to MT-0	2	8	10
GT-844 to MT-0	3	3	6
GT-845 to MT-0	3	2	5
GT-851 to MT-0	3	8	11
GT-846 to MT-0	2	7	9
GT-863 to MT-0	1	9	10
GT-847 to MT-0	2	7	9
GT-856 to MT-0	1	5	6
GT-864 to MT-0	1	11	12
GT-879 to MT-0	0	8	8
GT-865 to MT-0	0	8	8
GT-853 to MT-0	1	5	6
GT-858 to MT-0	2	5	7
GT-870 to MT-0	0	8	8
GT-860 to MT-0	4	6	10
GT-872 to MT-0	2	5	7
GT-882 to MT-0	0	8	8
GT-866 to MT-0	0	7	7
GT-873 to MT-0	2	6	8
GT-861 to MT-0	3	2	5
GT-871 to MT-0	3	6	9
GT-868 to MT-0	1	4	5
GT-850 to MT-0	4	13	17
GT-862 to MT-0	3	6	9
GT-821 to MT-0	10	10	20
GT-869 to MT-0	2	1	3
GT-886 to MT-0	0	6	6
GT-881 to MT-0	0	7	7
GT-759 to MT-0	8	23	31
GT-876 to MT-0	2	7	9
GT-875 to MT-0	2	2	4
GT-890 to MT-0	1	9	10
GT-884 to MT-0	3	11	14
GT-859 to MT-0	4	11	15
GT-878 to MT-0	2	11	13
GT-892 to MT-0	0	8	8
GT-880 to MT-0	1	4	5
GT-885 to MT-0	2	6	8
GT-904 to MT-0	0	8	8
GT-895 to MT-0	0	6	6
GT-877 to MT-0	5	11	16
GT-896 to MT-0	0	5	5
GT-883 to MT-0	2	2	4
GT-889 to MT-0	1	3	4
GT-893 to MT-0	1	6	7
GT-897 to MT-0	2	12	14
GT-914 to MT-0	0	8	8
GT-891 to MT-0	3	7	10
GT-898 to MT-0	3	10	13
GT-903 to MT-0	0	6	6
GT-887 to MT-0	1	3	4
GT-902 to MT-0	1	6	7
GT-901 to MT-0	1	3	4
GT-900 to MT-0	0	6	6
GT-912 to MT-0	0	5	5
GT-894 to MT-0	4	10	14
GT-908 to MT-0	1	4	5
GT-915 to MT-0	0	4	4
GT-913 to MT-0	2	5	7
GT-840 to MT-0	9	8	17
GT-874 to MT-0	2	7	9
GT-906 to MT-0	4	5	9
GT-919 to MT-0	0	7	7
GT-905 to MT-0	3	0	3
GT-907 to MT-0	1	7	8
GT-911 to MT-0	0	5	5
GT-933 to MT-0	0	8	8
GT-916 to MT-0	2	3	5
GT-917 to MT-0	3	3	6
GT-910 to MT-0	2	4	6
GT-924 to MT-0	1	5	6
GT-867 to MT-0	5	17	22
GT-922 to MT-0	1	7	8
GT-928 to MT-0	1	5	6
GT-930 to MT-0	2	8	10
GT-925 to MT-0	1	3	4
GT-921 to MT-0	3	3	6
GT-934 to MT-0	4	13	17
GT-939 to MT-0	1	5	6
GT-923 to MT-0	1	7	8
GT-935 to MT-0	1	5	6
GT-932 to MT-0	3	2	5
GT-918 to MT-0	4	9	13
GT-927 to MT-0	1	7	8
GT-931 to MT-0	2	7	9
GT-920 to MT-0	2	5	7
GT-929 to MT-0	1	5	6
GT-926 to MT-0	3	5	8
GT-888 to MT-0	10	12	22
GT-899 to MT-0	11	6	17
GT-938 to MT-0	0	5	5
GT-909 to MT-0	6	6	12
GT-941 to MT-0	0	5	5
GT-937 to MT-0	1	4	5
GT-942 to MT-0	1	5	6
GT-943 to MT-0	4	10	14
GT-946 to MT-0	0	7	7
GT-955 to MT-0	0	7	7
GT-958 to MT-0	0	11	11
GT-957 to MT-0	0	5	5
GT-950 to MT-0	1	6	7
GT-961 to MT-0	0	3	3
GT-960 to MT-0	0	8	8
GT-944 to MT-0	2	8	10
GT-969 to MT-0	0	10	10
GT-953 to MT-0	0	6	6
GT-967 to MT-0	0	8	8
GT-945 to MT-0	5	11	16
GT-965 to MT-0	0	7	7
GT-948 to MT-0	2	7	9
GT-956 to MT-0	1	5	6
GT-947 to MT-0	6	12	18
GT-973 to MT-0	0	5	5
GT-972 to MT-0	0	3	3
GT-954 to MT-0	4	4	8
GT-980 to MT-0	0	9	9
GT-974 to MT-0	0	7	7
GT-977 to MT-0	0	4	4
GT-984 to MT-0	0	9	9
GT-979 to MT-0	0	9	9
GT-964 to MT-0	1	10	11
GT-975 to MT-0	0	9	9
GT-966 to MT-0	2	9	11
GT-959 to MT-0	1	2	3
GT-992 to MT-0	0	4	4
GT-962 to MT-0	2	6	8
GT-985 to MT-0	0	3	3
GT-987 to MT-0	0	3	3
GT-949 to MT-0	2	2	4
GT-940 to MT-0	4	5	9
GT-989 to MT-0	0	7	7
GT-990 to MT-0	0	5	5
GT-951 to MT-0	2	3	5
GT-994 to MT-0	0	8	8
GT-986 to MT-0	0	9	9
GT-997 to MT-0	0	3	3
GT-1000 to MT-0	0	3	3
GT-996 to MT-0	0	8	8
GT-999 to MT-0	0	5	5
GT-970 to MT-0	2	7	9
GT-1003 to MT-0	0	9	9
GT-1002 to MT-0	0	5	5
GT-968 to MT-0	2	4	6
GT-976 to MT-0	1	9	10
GT-1004 to MT-0	0	8	8
GT-952 to MT-0	2	4	6
GT-1009 to MT-0	0	10	10
GT-1008 to MT-0	0	8	8
GT-936 to MT-0	14	13	27
GT-1012 to MT-0	0	7	7
GT-1006 to MT-0	0	2	2
GT-971 to MT-0	4	3	7
GT-1005 to MT-0	0	11	11
GT-1013 to MT-0	0	5	5
GT-1014 to MT-0	0	11	11
GT-1017 to MT-0	0	5	5
GT-1023 to MT-0	0	3	3
GT-1020 to MT-0	0	10	10
GT-1019 to MT-0	0	5	5
GT-982 to MT-0	1	5	6
GT-1015 to MT-0	0	5	5
GT-978 to MT-0	2	4	6
GT-963 to MT-0	10	9	19
GT-1021 to MT-0	0	6	6
GT-998 to MT-0	0	3	3
GT-1010 to MT-0	0	10	10
GT-981 to MT-0	3	4	7
GT-1007 to MT-0	1	7	8
GT-991 to MT-0	2	7	9
GT-1011 to MT-0	1	6	7
GT-995 to MT-0	3	3	6
GT-988 to MT-0	3	4	7
GT-983 to MT-0	9	9	18
GT-1032 to MT-0	1	0	1
GT-1001 to MT-0	2	3	5
GT-1025 to MT-0	1	9	10
GT-1026 to MT-0	0	3	3
GT-1018 to MT-0	0	5	5
GT-993 to MT-0	3	4	7
GT-1016 to MT-0	2	3	5
GT-1037 to MT-0	2	7	9
GT-1034 to MT-0	0	3	3
GT-1036 to MT-0	1	5	6
GT-1028 to MT-0	2	7	9
GT-1030 to MT-0	0	4	4
GT-1056 to MT-0	0	3	3
GT-1022 to MT-0	1	8	9
GT-1029 to MT-0	0	4	4
GT-1027 to MT-0	2	5	7
GT-1039 to MT-0	0	6	6
GT-1033 to MT-0	2	3	5
GT-1041 to MT-0	3	7	10
GT-1024 to MT-0	0	8	8
GT-1031 to MT-0	2	7	9
GT-1040 to MT-0	1	3	4
GT-1049 to MT-0	2	4	6
GT-1035 to MT-0	3	9	12
GT-1045 to MT-0	0	8	8
GT-1044 to MT-0	0	5	5
GT-1038 to MT-0	2	6	8
GT-1042 to MT-0	3	3	6
GT-1047 to MT-0	1	9	10
GT-1043 to MT-0	2	3	5
GT-1072 to MT-0	0	3	3
GT-1050 to MT-0	1	3	4
GT-1057 to MT-0	1	6	7
GT-1052 to MT-0	1	10	11
GT-1046 to MT-0	2	11	13
GT-1058 to MT-0	1	7	8
GT-1048 to MT-0	0	3	3
GT-1061 to MT-0	0	3	3
GT-1053 to MT-0	1	2	3
GT-1063 to MT-0	0	6	6
GT-1051 to MT-0	4	2	6
GT-1060 to MT-0	3	3	6
GT-1084 to MT-0	0	3	3
GT-1065 to MT-0	1	4	5
GT-1064 to MT-0	1	3	4
GT-1067 to MT-0	2	11	13
GT-1073 to MT-0	3	7	10
GT-1070 to MT-0	2	11	13
GT-1054 to MT-0	7	5	12
GT-1069 to MT-0	3	7	10
GT-1068 to MT-0	1	3	4
GT-1066 to MT-0	5	5	10
GT-1078 to MT-0	0	3	3
GT-1076 to MT-0	2	5	7
GT-1083 to MT-0	0	8	8
GT-1075 to MT-0	2	6	8
GT-1079 to MT-0	1	7	8
GT-1074 to MT-0	1	6	7
GT-1086 to MT-0	3	5	8
GT-1059 to MT-0	3	1	4
GT-1077 to MT-0	1	7	8
GT-1081 to MT-0	1	4	5
GT-1085 to MT-0	1	4	5
GT-1082 to MT-0	3	1	4
GT-1080 to MT-0	4	5	9
GT-1088 to MT-0	0	9	9
GT-1055 to MT-0	8	8	16
GT-1087 to MT-0	2	6	8
GT-1103 to MT-0	0	3	3
GT-1090 to MT-0	1	5	6
GT-1104 to MT-0	0	3	3
GT-1062 to MT-0	7	5	12
GT-1094 to MT-0	2	7	9
GT-1108 to MT-0	0	3	3
GT-1112 to MT-0	0	3	3
GT-1089 to MT-0	2	8	10
GT-1099 to MT-0	1	8	9
GT-1097 to MT-0	1	4	5
GT-1091 to MT-0	1	2	3
GT-1101 to MT-0	0	4	4
GT-1092 to MT-0	2	12	14
GT-1105 to MT-0	1	5	6
GT-1106 to MT-0	2	2	4
GT-1093 to MT-0	3	6	9
GT-1098 to MT-0	2	5	7
GT-1071 to MT-0	10	5	15
GT-1107 to MT-0	1	7	8
GT-1100 to MT-0	1	11	12
GT-1109 to MT-0	0	3	3
GT-1111 to MT-0	1	7	8
GT-1113 to MT-0	0	6	6
GT-1116 to MT-0	1	6	7
GT-1096 to MT-0	3	13	16
GT-1117 to MT-0	2	7	9
GT-1115 to MT-0	1	5	6
GT-1118 to MT-0	1	4	5
GT-1129 to MT-0	0	6	6
GT-1110 to MT-0	4	3	7
GT-1095 to MT-0	1	4	5
GT-1114 to MT-0	6	20	26
GT-1130 to MT-0	0	5	5
GT-1120 to MT-0	1	7	8
GT-1126 to MT-0	2	7	9
GT-1138 to MT-0	0	5	5
GT-1119 to MT-0	2	6	8
GT-1132 to MT-0	0	8	8
GT-1125 to MT-0	2	5	7
GT-1127 to MT-0	1	6	7
GT-1102 to MT-0	8	9	17
GT-1124 to MT-0	3	6	9
GT-1156 to MT-0	0	10	10
GT-1145 to MT-0	1	9	10
GT-1135 to MT-0	1	5	6
GT-1141 to MT-0	0	7	7
GT-1128 to MT-0	1	2	3
GT-1136 to MT-0	1	7	8
GT-1134 to MT-0	1	3	4
GT-1154 to MT-0	0	9	9
GT-1140 to MT-0	0	4	4
GT-1148 to MT-0	0	8	8
GT-1161 to MT-0	0	7	7
GT-1149 to MT-0	1	8	9
GT-1144 to MT-0	0	3	3
GT-1159 to MT-0	0	9	9
GT-1139 to MT-0	1	3	4
GT-1121 to MT-0	1	7	8
GT-1137 to MT-0	2	4	6
GT-1123 to MT-0	6	15	21
GT-1157 to MT-0	0	8	8
GT-1133 to MT-0	2	2	4
GT-1142 to MT-0	2	5	7
GT-1122 to MT-0	1	5	6
GT-1153 to MT-0	0	5	5
GT-1146 to MT-0	1	2	3
GT-1160 to MT-0	1	8	9
GT-1152 to MT-0	2	3	5
GT-1131 to MT-0	2	11	13
GT-1151 to MT-0	0	5	5
GT-1155 to MT-0	4	11	15
GT-1166 to MT-0	1	7	8
GT-1162 to MT-0	2	4	6
GT-1147 to MT-0	6	9	15
GT-1150 to MT-0	1	3	4
GT-1165 to MT-0	1	7	8
GT-1143 to MT-0	2	3	5
GT-1167 to MT-0	1	6	7
GT-1174 to MT-0	0	5	5
GT-1158 to MT-0	1	2	3
GT-1168 to MT-0	2	2	4
GT-1171 to MT-0	0	2	2
GT-1175 to MT-0	0	3	3
GT-1172 to MT-0	2	5	7
GT-1178 to MT-0	3	6	9
GT-1170 to MT-0	2	6	8
GT-1176 to MT-0	0	4	4
GT-1188 to MT-0	0	7	7
GT-1184 to MT-0	0	6	6
GT-1182 to MT-0	0	7	7
GT-1163 to MT-0	6	18	24
GT-1177 to MT-0	2	3	5
GT-1180 to MT-0	1	8	9
GT-1189 to MT-0	0	6	6
GT-1181 to MT-0	1	6	7
GT-1187 to MT-0	1	7	8
GT-1183 to MT-0	1	4	5
GT-1179 to MT-0	1	3	4
GT-1185 to MT-0	2	2	4
GT-1186 to MT-0	1	4	5
GT-1196 to MT-0	0	5	5
GT-1200 to MT-0	1	6	7
GT-1195 to MT-0	2	6	8
GT-1190 to MT-0	1	7	8
GT-1205 to MT-0	1	13	14
GT-1194 to MT-0	2	5	7
GT-1203 to MT-0	1	7	8
GT-1208 to MT-0	1	11	12
GT-1197 to MT-0	2	7	9
GT-1193 to MT-0	1	5	6
GT-1204 to MT-0	1	4	5
GT-1199 to MT-0	0	7	7
GT-1192 to MT-0	2	7	9
GT-1213 to MT-0	1	7	8
GT-1201 to MT-0	1	2	3
GT-1206 to MT-0	2	2	4
GT-1207 to MT-0	1	1	2
GT-1209 to MT-0	1	5	6
GT-1191 to MT-0	3	14	17
GT-1212 to MT-0	2	6	8
GT-1218 to MT-0	1	5	6
GT-1210 to MT-0	1	3	4
GT-1169 to MT-0	5	9	14
GT-1221 to MT-0	2	7	9
GT-1220 to MT-0	1	6	7
GT-1223 to MT-0	1	4	5
GT-1215 to MT-0	1	4	5
GT-1217 to MT-0	2	6	8
GT-1211 to MT-0	2	4	6
GT-1198 to MT-0	3	2	5
GT-1224 to MT-0	1	6	7
GT-1214 to MT-0	3	2	5
GT-1231 to MT-0	0	7	7
GT-1227 to MT-0	0	5	5
GT-1225 to MT-0	4	11	15
GT-1226 to MT-0	2	6	8
GT-1173 to MT-0	6	5	11
GT-1232 to MT-0	0	5	5
GT-1243 to MT-0	0	10	10
GT-1233 to MT-0	1	3	4
GT-1219 to MT-0	2	2	4
GT-1234 to MT-0	2	6	8
GT-1230 to MT-0	1	4	5
GT-1244 to MT-0	1	11	12
GT-1229 to MT-0	3	8	11
GT-1235 to MT-0	2	9	11
GT-1240 to MT-0	0	4	4
GT-1237 to MT-0	2	7	9
GT-1238 to MT-0	0	6	6
GT-1216 to MT-0	1	6	7
GT-1241 to MT-0	1	10	11
GT-1250 to MT-0	0	8	8
GT-1228 to MT-0	1	5	6
GT-1236 to MT-0	3	1	4
GT-1248 to MT-0	1	6	7
GT-1252 to MT-0	1	8	9
GT-1247 to MT-0	2	8	10
GT-1251 to MT-0	1	3	4
GT-1253 to MT-0	1	3	4
GT-1249 to MT-0	2	4	6
GT-1245 to MT-0	1	2	3
GT-1239 to MT-0	4	4	8
GT-1254 to MT-0	2	8	10
GT-1202 to MT-0	8	7	15
GT-1255 to MT-0	0	3	3
GT-1256 to MT-0	1	5	6
GT-1246 to MT-0	3	5	8
GT-1261 to MT-0	0	5	5
GT-1257 to MT-0	3	6	9
GT-1260 to MT-0	2	7	9
GT-1263 to MT-0	2	7	9
GT-1266 to MT-0	1	5	6
GT-1259 to MT-0	1	3	4
GT-1222 to MT-0	7	8	15
GT-1265 to MT-0	1	4	5
GT-1272 to MT-0	1	7	8
GT-1273 to MT-0	0	5	5
GT-1274 to MT-0	1	8	9
GT-1267 to MT-0	2	1	3
GT-1271 to MT-0	2	7	9
GT-1275 to MT-0	0	5	5
GT-1258 to MT-0	2	4	6
GT-1269 to MT-0	1	2	3
GT-1264 to MT-0	1	3	4
GT-1278 to MT-0	1	5	6
GT-1287 to MT-0	0	8	8
GT-1285 to MT-0	0	6	6
GT-1276 to MT-0	2	5	7
GT-1242 to MT-0	5	12	17
GT-1297 to MT-0	2	2	4
GT-1284 to MT-0	0	4	4
GT-1281 to MT-0	2	7	9
GT-1302 to MT-0	1	3	4
GT-1283 to MT-0	0	4	4
GT-1277 to MT-0	3	9	12
GT-1292 to MT-0	0	6	6
GT-1282 to MT-0	2	5	7
GT-1294 to MT-0	1	10	11
GT-1286 to MT-0	1	4	5
GT-1295 to MT-0	2	8	10
